2007-02-26,3,7,55.021616048829,4311.313841229257,769.5991681358885,5235.188472126588,3351.1134735868554
2007-02-27,3,7,-94.89854248379605,1493.4990440414015,377.8447724767765,1980.8359141967858,1060.022576013557
2007-02-28,3,7,42.50875825711787,2226.926748281528,468.5648239363338,2686.2518803515654,1583.6280998838083
2007-03-01,3,7,-272.4394679895734,521.660911777372,22.2012763289206,547.6255098377601,493.39055395537895
2007-03-02,3,7,83.16901870844163,1774.9347967323738,175.94083813333776,1899.6762656056005,1526.11717376687
2007-02-26,3,1,55.021616048829,1342.726862859018,1015.0255439001561,2586.706672568937,100.41368991695332
2007-02-27,3,1,-94.89854248379605,308.8616765580725,360.870502390231,818.0120716204619,24.026180797577823
2007-02-28,3,1,42.50875825711787,123.12828284646163,85.54302256647624,243.14480122343147,49.95037855205841
2007-03-01,3,1,-272.4394679895734,314.58452521311557,80.77352234126458,426.53404434552084,238.9368974869427
2007-03-02,3,1,83.16901870844163,1326.1910944281008,78.79949786109871,1410.7620057335437,1221.057711081086
2007-02-28,3,7,42.50875825711787,2226.926748281528,468.5648239363338,2686.2518803515654,1583.6280998838083
